,ts_code,cluster_id
1137,2713,291
1844,300465,291
2472,600290,291
449,2005,291
1683,300300,291
2949,600870,291
295,793,291
1502,300116,291
175,606,292
495,2052,292
2299,600083,292
1857,300478,292
236,697,292
1058,2629,292
4,7,292
2550,600385,292
2350,600146,292
1736,300353,293
818,2383,293
1021,2591,294
1311,2905,294
600,2161,294
2471,600289,294
2705,600589,295
2774,600671,295
1449,300061,295
96,503,295
99,506,295
1552,300167,295
1856,300477,295
2665,600545,296
2421,600228,296
2723,600609,296
2558,600393,296
761,2325,296
1649,300266,296
1581,300197,296
256,721,297
1050,2621,297
1485,300098,297
1675,300292,297
1554,300169,298
1848,300469,298
1483,300096,298
936,2504,298
1659,300276,298
1583,300199,298
686,2248,298
945,2514,298
1967,300591,298
2817,600721,299
299,798,299
650,2211,299
999,2569,299
180,611,299
1560,300175,299
527,2086,299
5,8,299
1696,300313,300
725,2289,300
814,2379,300
1481,300094,300
805,2370,300
694,2256,300
923,2490,300
1585,300201,300
742,2306,301
272,752,301
1415,300025,301
1412,300022,301
2328,600119,302
1081,2652,302
1647,300264,302
2925,600844,302
784,2348,302
2106,300736,302
2404,600209,302
1440,300051,302
2968,600890,302
1097,2668,303
2738,600626,303
755,2319,304
95,502,304
1119,2692,304
141,558,304
1727,300344,304
182,613,304
544,2103,304
1468,300080,304
882,2447,304
562,2121,304
343,868,305
97,504,305
715,2279,305
2319,600108,305
1000,2570,305
677,2239,305
474,2031,305
1573,300189,305
1032,2602,306
1391,300001,306
46,66,306
1251,2840,306
2244,600006,306
743,2307,306
248,712,306
2624,600497,307
2790,600691,307
854,2419,307
9,12,307
2362,600160,307
2952,600873,307
2899,600812,307
2827,600732,307
2326,600117,307
387,927,308
2992,600968,308
820,2385,308
1030,2600,308
50,78,308
2772,600667,308
446,2002,309
2942,600863,309
624,2185,309
2429,600236,309
413,966,309
2254,600020,309
2462,600279,309
2581,600428,309
2572,600416,310
933,2501,310
1141,2717,310
649,2210,310
63,158,310
426,981,310
2641,600516,310
938,2506,310
273,753,310
2868,600777,310
2370,600169,311
6,9,311
1036,2607,311
2655,600531,311
2932,600853,311
1388,2999,311
2401,600206,311
2693,600577,311
2339,600131,311
702,2266,311
864,2429,312
2775,600673,312
2489,600310,312
776,2340,312
503,2060,312
206,652,313
388,928,313
508,2065,313
2286,600067,313
23,32,313
169,598,314
2981,600936,314
2388,600190,314
172,601,314
2906,600821,314
2710,600595,314
105,516,314
2704,600588,315
2597,600460,315
937,2505,315
2365,600163,316
168,597,316
2378,600179,316
209,657,316
479,2036,316
2743,600635,316
122,536,316
2608,600477,316
60,155,316
51,88,317
1706,300323,317
2502,600326,317
3081,688126,317
2916,600831,317
1331,2928,317
1045,2616,317
1003,2573,317
2447,600260,318
3115,688266,318
745,2309,318
2872,600781,318
1418,300029,318
379,918,319
2499,600322,319
2343,600136,320
2475,600293,320
1047,2618,320
812,2377,320
757,2321,320
935,2503,320
2346,600139,320
147,566,320
1258,2848,320
89,428,321
240,702,321
794,2358,321
530,2089,321
1526,300140,321
405,957,321
777,2341,322
913,2480,322
1204,2786,322
1637,300254,322
1620,300237,322
1432,300043,322
1772,300392,322
1665,300282,323
1593,300209,323
2893,600805,323
846,2411,323
3015,600996,324
2828,600733,324
2640,600515,325
187,620,325
656,2217,325
145,564,325
2560,600396,325
2839,600744,325
890,2456,325
994,2564,325
110,521,325
2304,600090,326
1136,2712,326
2088,300716,326
1549,300164,326
1908,300530,326
960,2530,326
1723,300340,326
2811,600715,326
2730,600617,327
607,2168,328
977,2547,328
1162,2740,328
1133,2707,329
658,2219,329
2894,600807,329
1403,300013,329
1680,300297,329
772,2336,329
1751,300370,329
1544,300159,329
2599,600462,330
1542,300157,330
2450,600265,330
297,796,330
2458,600275,330
759,2323,330
801,2366,330
247,711,330
2408,600213,330
932,2499,330
1651,300268,331
3093,688177,332
2659,600536,332
178,609,332
1979,300603,332
2541,600375,333
752,2316,333
419,972,333
2490,600311,333
1144,2721,333
1400,300010,333
1427,300038,333
358,890,334
1494,300108,334
862,2427,334
2294,600078,334
76,410,334
611,2172,334
2331,600122,334
1692,300309,334
1477,300089,334
1563,300178,334
1708,300325,335
57,150,335
2761,600654,335
907,2473,335
1452,300064,336
160,587,336
2935,600856,336
425,980,336
1748,300367,336
2771,600666,336
517,2076,336
1806,300426,336
3167,688520,336
126,540,337
900,2466,338
234,692,338
2716,600601,338
2821,600726,338
2643,600518,339
586,2147,339
1161,2739,339
1721,300338,340
1719,300336,340
2496,600319,340
2840,600745,341
3046,688036,341
2267,600038,341
2611,600480,341
20,28,341
339,860,341
2613,600482,341
619,2180,341
821,2386,342
2569,600409,342
2807,600711,342
2841,600746,342
473,2030,342
2805,600708,342
710,2274,342
2501,600325,343
264,732,343
2842,600748,343
409,961,344
208,656,344
2542,600376,344
2549,600383,344
1448,300059,344
585,2146,344
2922,600839,345
192,627,345
2982,600939,346
62,157,346
1181,2761,346
532,2091,346
2629,600502,346
2315,600104,346
2437,600248,346
2994,600970,347
674,2236,347
77,411,348
2647,600522,348
747,2311,348
2461,600278,348
2595,600458,348
3017,600998,348
2596,600459,348
423,977,348
397,938,348
2477,600297,349
2371,600170,349
93,498,349
788,2352,349
2356,600153,349
504,2061,349
2514,600339,349
467,2024,350
2905,600820,351
2312,600100,351
400,950,351
454,2010,351
2268,600039,351
738,2302,351
2809,600713,352
2996,600973,352
43,62,352
261,727,352
2832,600737,352
239,701,352
610,2171,352
323,829,352
3002,600981,352
679,2241,353
843,2408,353
348,878,353
2627,600500,353
2712,600597,353
2618,600489,353
2877,600787,354
370,906,354
851,2416,354
2277,600057,354
1609,300226,354
2801,600704,354
2806,600710,354
675,2237,354
642,2203,354
2278,600058,354
2950,600871,355
2686,600569,355
2954,600875,356
2762,600655,356
2970,600893,356
682,2244,357
2601,600466,357
2831,600736,357
185,617,357
2763,600657,357
2768,600663,357
2908,600823,357
48,69,357
2451,600266,358
2269,600048,358
106,517,358
2682,600565,358
22,31,358
2515,600340,358
2539,600372,358
444,1979,358
430,987,359
2898,600811,359
2991,600967,359
123,537,359
2786,600686,359
19,27,360
282,767,360
565,2124,360
2983,600956,360
2614,600483,360
2325,600116,360
2520,600350,360
2255,600021,360
1138,2714,360
2324,600115,361
2262,600029,361
2415,600221,361
1877,300498,361
2359,600157,361
2800,600703,361
641,2202,361
926,2493,361
2756,600649,362
2835,600740,362
668,2230,362
3005,600984,362
2620,600491,362
1458,300070,362
803,2368,362
2139,300772,362
2734,600621,362
750,2314,363
2246,600008,363
65,301,363
406,958,363
2957,600879,363
267,736,363
283,768,363
414,967,363
2897,600810,364
707,2271,364
2625,600498,364
2962,600884,364
1657,300274,364
997,2567,365
15,21,365
2732,600619,365
902,2468,365
41,60,365
11,16,366
3188,688599,366
2787,600688,366
25,35,366
346,876,366
596,2157,366
909,2475,366
659,2221,366
1591,300207,366
241,703,367
279,761,367
1812,300433,367
2303,600089,367
2488,600309,367
408,960,367
819,2384,367
561,2120,367
245,709,368
2684,600567,368
2270,600050,368
2959,600881,368
2381,600183,368
56,100,368
519,2078,368
259,725,368
2249,600011,368
125,539,368
79,415,369
345,875,369
2460,600277,369
1339,2938,370
36,50,370
595,2156,370
2426,600233,370
252,717,371
2666,600546,371
1771,300391,372
921,2488,372
713,2277,372
511,2068,372
2289,600072,372
2680,600562,372
1765,300385,372
2320,600110,372
1109,2682,372
228,683,373
783,2347,373
1135,2709,373
2810,600714,373
3057,688068,373
782,2346,374
1435,300046,374
1397,300007,374
263,731,374
1283,2875,374
396,937,375
2976,600900,375
2990,600966,375
3010,600989,375
2252,600018,375
2375,600176,375
78,413,375
2413,600219,375
2291,600075,375
92,488,375
533,2092,376
2912,600827,376
551,2110,376
2736,600623,376
40,59,376
2567,600406,377
2721,600606,377
2802,600705,377
3026,688009,377
0,2,377
218,671,377
2353,600150,377
522,2081,377
53,90,377
44,63,377
87,425,378
2285,600066,378
1024,2594,378
2836,600741,378
66,333,378
382,921,378
2263,600031,378
2701,600585,378
2379,600180,378
850,2415,379
2698,600582,379
29,39,379
301,800,379
190,625,379
205,651,379
1019,2589,379
2845,600751,379
2334,600126,379
622,2183,380
2510,600335,380
2873,600782,380
2531,600362,380
2848,600755,380
2616,600487,380
2789,600690,380
24,34,380
285,778,381
67,338,381
2573,600418,381
195,630,381
2261,600028,381
2669,600549,381
2895,600808,381
392,932,381
2965,600887,382
390,930,382
244,708,382
363,898,382
2256,600022,382
2465,600282,382
2308,600096,382
2386,600188,382
2348,600143,382
2253,600019,382
369,905,383
1178,2758,383
1447,300058,383
361,895,383
2367,600166,383
191,626,383
2290,600073,383
2804,600707,384
2750,600642,384
1037,2608,384
128,543,384
171,600,384
2259,600026,384
2243,600004,384
570,2129,384
2454,600269,384
2813,600717,384
2519,600348,385
324,830,385
69,401,385
3006,600985,385
393,933,386
2697,600581,386
2486,600307,386
2586,600438,387
320,825,387
306,807,387
407,959,387
2699,600583,387
428,983,387
2667,600547,387
2248,600010,387
2518,600346,387
2891,600803,387
2479,600299,388
2984,600959,388
2635,600509,388
2443,600256,388
459,2015,388
163,591,388
2694,600578,388
441,1896,388
521,2080,389
2700,600584,389
2310,600098,389
2497,600320,390
2884,600795,390
962,2532,390
352,883,390
2260,600027,390
2258,600025,390
2257,600023,390
1390,3816,390
2964,600886,390
1944,300567,391
350,881,391
1379,2988,391
2220,300861,391
480,2037,391
2548,600382,391
1043,2614,391
1753,300373,391
1362,2970,391
2580,600426,392
2504,600328,392
445,2001,392
2347,600141,392
61,156,392
857,2422,392
2889,600801,392
569,2128,392
3016,600997,392
290,786,392
1327,2922,393
3171,688551,393
2024,300650,393
1102,2674,393
2022,300648,393
3091,688168,393
3085,688155,393
2711,600596,394
2575,600420,394
440,1872,394
865,2430,394
2816,600720,394
2487,600308,394
292,789,394
2715,600600,395
971,2541,395
2834,600739,395
1077,2648,395
1244,2831,395
31,42,395
1321,2916,395
1226,2812,395
3190,688981,395
2393,600196,395
2637,600511,396
134,550,396
2276,600056,396
2280,600060,396
822,2387,397
2745,600637,397
1504,300118,397
1404,300014,397
735,2299,397
2796,600697,398
482,2039,398
2634,600508,398
2332,600123,398
260,726,398
2247,600009,398
894,2460,399
2337,600129,399
2051,300677,399
3121,688289,399
86,423,399
1627,300244,399
3122,688298,399
817,2382,399
2799,600702,399
386,926,400
2919,600835,400
2636,600510,400
618,2179,400
452,2008,400
896,2462,401
2854,600761,401
2824,600729,401
491,2048,401
1131,2705,401
355,887,401
689,2251,401
1252,2841,401
3076,688111,402
384,923,402
3022,688005,402
2585,600436,402
2703,600587,402
2747,600639,402
2782,600682,402
2493,600315,402
806,2371,403
124,538,403
68,400,403
789,2353,403
167,596,403
103,513,403
2050,300676,403
2282,600062,404
2410,600216,404
2591,600449,404
1297,2889,404
254,719,404
2096,300724,404
1606,300223,405
3144,688368,405
433,990,405
2236,300878,406
1052,2623,406
3145,688369,406
2057,300683,406
3048,688039,406
3135,688338,406
3039,688025,406
2233,300875,406
2793,600694,407
438,999,407
2938,600859,407
3055,688065,407
3092,688169,407
211,661,407
2847,600754,407
155,581,407
2120,300751,407
2615,600486,407
35,49,408
1691,300308,408
1255,2845,408
2148,300782,408
3155,688399,408
2225,300866,408
94,501,409
3097,688185,409
2136,300769,409
1260,2850,409
1319,2913,409
189,623,409
1234,2821,409
2129,300761,409
2202,300841,410
3170,688550,410
3104,688200,410
3068,688095,410
3143,688366,410
2219,300860,410
1991,300616,410
3130,688318,410
3136,688339,410
344,869,411
3099,688188,411
3043,688029,411
3101,688196,411
2773,600668,411
2594,600456,411
2974,600897,411
1730,300347,411
3156,688408,412
2606,600475,412
1833,300454,412
3029,688012,412
1332,2929,412
3096,688181,412
1959,300583,413
3038,688023,413
3041,688027,413
3111,688229,413
1852,300473,413
3033,688018,414
3053,688058,414
3103,688199,414
828,2393,414
2069,300695,414
2150,300785,415
3034,688019,415
3035,688020,415
3119,688286,415
3058,688069,415
3147,688378,415
3182,688580,415
2195,300833,415
3050,688051,415
2142,300776,416
373,910,416
265,733,416
3138,688357,416
3151,688390,416
3105,688202,416
3031,688016,416
2156,300791,416
3187,688598,416
1187,2768,417
1209,2791,417
443,1965,418
2668,600548,418
3052,688056,418
2785,600685,418
1335,2932,418
2376,600177,419
2555,600390,419
70,402,419
2281,600061,419
2943,600864,419
875,2440,420
1150,2727,420
2683,600566,420
671,2233,420
1422,300033,420
2995,600971,420
442,1914,420
940,2508,420
2508,600332,421
2455,600271,421
115,528,421
2726,600612,421
1166,2745,421
411,963,421
401,951,421
2119,300750,421
2896,600809,422
740,2304,422
2128,300760,422
2837,600742,422
475,2032,422
2540,600373,422
2644,600519,422
3153,688396,422
149,568,422
2755,600648,422
2857,600765,423
647,2208,423
2491,600312,423
2765,600660,424
2452,600267,424
347,877,424
2476,600295,424
1031,2601,424
2329,600120,425
541,2100,425
1793,300413,425
1508,300122,425
365,900,425
1510,300124,425
2543,600377,425
2696,600580,425
1033,2603,425
858,2423,426
2522,600352,426
2301,600085,426
2546,600380,426
2459,600276,426
2853,600760,426
337,858,426
2658,600535,426
797,2362,427
2446,600259,427
3071,688099,427
2746,600638,428
810,2375,428
2341,600133,428
2553,600388,428
2357,600155,428
3088,688159,429
3062,688081,429
1383,2992,429
632,2193,429
378,917,429
1587,300203,429
2170,300807,429
749,2313,429
3113,688256,430
2345,600138,430
3176,688561,430
2500,600323,430
1461,300073,431
3084,688139,431
2014,300639,431
471,2028,431
492,2049,431
879,2444,431
808,2373,432
2467,600284,432
1066,2637,433
1375,2984,433
2478,600298,433
468,2025,434
2194,300832,434
1935,300558,434
2226,300867,434
1849,300470,434
1323,2918,434
2203,300842,434
2169,300806,434
2814,600718,435
1654,300271,435
831,2396,435
2210,300850,436
3162,688508,436
2423,600230,436
3011,600990,436
1993,300618,436
1214,2798,436
3149,688388,436
2227,300868,436
477,2034,436
2127,300759,436
1376,2985,437
1992,300617,437
2097,300725,437
3164,688516,437
1355,2960,437
2217,300858,438
2191,300829,438
2103,300732,438
3154,688398,438
834,2399,438
2185,300823,438
2178,300816,438
1378,2987,438
2153,300788,438
2164,300800,438
2445,600258,439
2695,600579,439
1616,300233,439
3148,688379,440
2271,600051,440
2213,300853,440
1318,2912,440
3066,688089,440
1357,2963,440
3140,688360,440
3116,688268,440
2151,300786,440
2231,300872,440
229,685,441
2034,300660,441
1929,300552,441
1677,300294,441
2876,600785,441
2138,300771,441
3158,688466,442
815,2380,442
1970,300594,442
1064,2635,442
672,2234,442
3064,688086,442
3172,688555,442
3056,688066,442
1098,2669,442
2173,300810,443
3180,688569,443
3027,688010,443
3107,688215,443
1911,300533,443
2188,300826,443
3047,688037,444
1172,2751,444
3078,688118,444
590,2151,444
3114,688258,445
3073,688101,445
2026,300652,445
1495,300109,445
2517,600345,445
583,2144,445
2124,300756,445
1142,2718,445
3042,688028,445
1278,2869,446
1336,2933,446
3127,688311,446
3067,688090,446
3028,688011,446
3032,688017,446
1995,300620,446
2154,300789,446
2197,300836,446
3021,688004,446
2137,300770,447
876,2441,447
1369,2978,447
1325,2920,447
2131,300763,447
2963,600885,447
1012,2582,447
1027,2597,447
542,2101,448
199,635,448
2177,300815,449
829,2394,449
1354,2959,449
1176,2756,449
1663,300280,449
2681,600563,449
1380,2989,450
1875,300496,450
2182,300820,450
3124,688300,450
2222,300863,450
1381,2990,450
2230,300871,450
1822,300443,451
2212,300852,451
1972,300596,451
3141,688363,451
2406,600211,451
1384,2993,451
1160,2738,452
2174,300811,452
3036,688021,452
2196,300835,452
2076,300702,453
3163,688513,453
1426,300037,453
3132,688333,454
3110,688228,454
1340,2940,455
3139,688358,455
1382,2991,455
2223,300864,456
2229,300870,456
1385,2995,456
3086,688157,456
3160,688500,457
1373,2982,457
3054,688060,457
1619,300236,457
3133,688335,457
1351,2955,457
1862,300483,457
1377,2986,457
3061,688080,458
3080,688123,458
1941,300564,458
1263,2853,458
2053,300679,458
3059,688077,458
844,2409,458
2232,300873,458
3152,688393,458
3100,688189,459
2971,600894,459
2856,600764,459
2111,300741,459
2671,600551,459
1358,2965,459
2215,300856,460
3166,688519,460
2082,300709,460
2235,300877,460
2211,300851,460
3137,688356,460
3098,688186,460
3094,688178,460
2221,300862,460
2180,300818,461
1145,2722,461
1284,2876,461
3049,688050,461
1368,2977,461
1977,300601,461
1989,300613,461
2017,300642,461
2093,300721,461
2751,600643,462
2993,600969,462
353,885,462
52,89,462
156,582,462
1501,300115,462
2369,600168,462
515,2074,462
688,2250,462
494,2051,463
214,666,463
1206,2788,463
45,65,463
1808,300428,463
2284,600064,463
1192,2773,464
2552,600387,464
322,828,464
2087,300715,464
30,40,465
3087,688158,465
3178,688567,465
3095,688180,465
1456,300068,465
2266,600037,465
321,826,465
868,2433,466
1913,300535,466
2494,600316,466
2083,300710,466
2160,300796,466
2046,300672,466
2172,300809,466
1879,300500,466
2055,300681,466
2123,300755,467
1861,300482,467
3040,688026,467
2035,300661,467
1177,2757,467
1371,2980,467
3112,688233,468
431,988,468
1925,300548,468
2045,300671,468
1279,2870,468
1789,300409,468
1307,2900,468
1155,2732,468
161,589,469
1829,300450,469
1596,300212,469
1167,2746,469
34,48,469
1763,300383,470
2776,600674,470
703,2267,470
114,526,471
367,902,471
394,935,471
2855,600763,471
2554,600389,471
8,11,471
1788,300408,471
18,26,471
1842,300463,471
3079,688122,471
661,2223,472
695,2258,472
1798,300418,472
1002,2572,472
219,672,472
2073,300699,473
200,636,473
1983,300607,473
2095,300723,473
1580,300196,473
2653,600529,473
2930,600850,474
1948,300571,474
1276,2867,474
2577,600422,474
2036,300662,474
3019,688002,475
579,2138,475
1157,2734,475
71,403,475
3013,600993,476
2100,300729,476
2155,300790,476
1246,2833,476
2532,600363,476
1774,300394,476
1156,2733,477
2063,300689,477
1207,2789,477
1270,2861,477
2205,300845,477
2753,600645,477
3146,688377,477
1974,300598,477
824,2389,477
3020,688003,477
3063,688085,478
758,2322,478
751,2315,478
1093,2664,478
1282,2873,478
1180,2760,478
3025,688008,478
1837,300458,478
3077,688116,478
1949,300572,478
1179,2759,479
1041,2612,479
629,2190,479
2739,600628,479
2250,600012,479
2198,300837,480
3174,688558,480
1951,300575,480
2157,300792,480
1110,2683,480
2064,300690,480
2208,300848,480
1366,2975,480
3030,688015,480
1342,2942,480
987,2557,481
2850,600757,481
2505,600329,481
717,2281,481
2972,600895,481
300,799,481
1329,2925,481
2245,600007,481
1025,2595,481
547,2106,481
108,519,482
1836,300457,482
626,2187,482
2675,600557,482
1732,300349,482
952,2521,482
472,2029,482
2309,600097,483
2394,600197,483
118,531,484
2544,600378,484
771,2335,484
319,823,484
131,546,484
1015,2585,485
1897,300518,485
2116,300747,485
2998,600976,485
1866,300487,485
1950,300573,485
1881,300502,486
377,915,486
552,2111,486
2184,300822,486
3126,688310,487
2144,300778,487
2176,300813,487
1326,2921,487
1803,300423,487
1956,300580,487
3128,688312,487
1288,2880,487
3018,688001,488
1273,2864,488
1231,2818,488
1303,2896,488
2234,300876,488
2179,300817,488
2526,600356,488
1420,300031,488
1352,2956,488
1312,2906,489
1,4,489
2189,300827,489
1345,2947,489
2019,300644,489
1853,300474,489
2224,300865,489
3120,688288,489
1306,2899,489
2152,300787,489
2165,300801,490
1090,2661,490
2000,300625,490
3175,688559,491
3177,688566,491
1165,2743,491
2047,300673,491
2200,300839,491
826,2391,491
1884,300505,491
1714,300331,491
1304,2897,491
113,525,492
2474,600292,492
1191,2772,492
1372,2981,493
651,2212,493
3102,688198,493
1841,300462,493
2336,600128,493
1892,300513,493
3037,688022,493
1985,300609,493
3125,688309,493
1934,300557,493
598,2159,494
1343,2943,494
2181,300819,494
3044,688030,495
1546,300161,495
3134,688336,495
2114,300745,495
2940,600861,495
1274,2865,495
592,2153,495
186,619,495
1281,2872,495
2104,300733,496
1869,300490,496
1298,2890,496
1930,300553,496
1316,2910,496
129,544,497
2175,300812,497
1954,300578,497
1287,2879,497
1299,2891,497
462,2019,497
3108,688218,498
3060,688078,498
2006,300631,498
2239,300881,498
2146,300780,498
1940,300563,498
2749,600641,498
1049,2620,498
2449,600262,498
3185,688589,499
1883,300504,499
1367,2976,499
246,710,499
